date,price,volume,returns,signal,position,strategy_returns,equity
2023-11-15,186.07691955566406,53790500,0.0030408544595401654,0.0,0.0,0.0,12542.509763469818
2023-11-16,187.7594451904297,54412900,0.00904209742284734,0.0,0.0,0.0,12542.509763469818
2023-11-17,187.73968505859375,50922700,-0.00010524174597925651,0.0,0.0,-0.0,12542.509763469818
2023-11-20,189.4815673828125,46505100,0.009278178578360219,0.0,0.0,0.0,12542.509763469818
2023-11-21,188.67990112304688,38134500,-0.004230840344200848,0.0,0.0,-0.0,12542.509763469818
2023-11-22,189.343017578125,39617700,0.0035145049956628593,0.0,0.0,0.0,12542.509763469818
2023-11-24,188.0167999267578,24048300,-0.007004312429001902,0.0,0.0,-0.0,12542.509763469818
2023-11-27,187.838623046875,40552600,-0.0009476646765194108,0.0,0.0,-0.0,12542.509763469818
2023-11-28,188.4423828125,38415400,0.0032142471863965127,0.0,0.0,0.0,12542.509763469818
2023-11-29,187.42294311523438,43014200,-0.005409821729329134,0.0,0.0,-0.0,12542.509763469818
2023-11-30,187.99697875976562,48794400,0.0030627821492394958,0.0,0.0,0.0,12542.509763469818
2023-12-01,189.2737274169922,45704800,0.006791325401340975,0.0,0.0,0.0,12542.509763469818
2023-12-04,187.48231506347656,43389500,-0.009464664631287811,0.0,0.0,-0.0,12542.509763469818
2023-12-05,191.43130493164062,66628400,0.021063265976991152,0.0,0.0,0.0,12542.509763469818
2023-12-06,190.34263610839844,41089700,-0.005686994734904749,0.0,0.0,-0.0,12542.509763469818
2023-12-07,192.27256774902344,47477700,0.010139250354428864,0.0,0.0,0.0,12542.509763469818
2023-12-08,193.69778442382812,53406400,0.007412480581551639,0.0,0.0,0.0,12542.509763469818
2023-12-11,191.1937713623047,60943700,-0.01292742231911348,0.0,0.0,-0.0,12542.509763469818
2023-12-12,192.7080535888672,52696900,0.007920144133215512,0.0,0.0,0.0,12542.509763469818
2023-12-13,195.92465209960938,70404200,0.01669156244816139,0.0,0.0,0.0,12542.509763469818
2023-12-14,196.07308959960938,66831600,0.0007576254361525425,0.0,0.0,0.0,12542.509763469818
2023-12-15,195.53863525390625,128538400,-0.0027257914219360746,0.0,0.0,-0.0,12542.509763469818
2023-12-18,193.8759002685547,55751900,-0.008503357831011304,0.0,0.0,-0.0,12542.509763469818
2023-12-19,194.91513061523438,40714100,0.00536028637515118,0.0,0.0,0.0,12542.509763469818
2023-12-20,192.8268280029297,52242800,-0.010713907153914182,0.0,0.0,-0.0,12542.509763469818
2023-12-21,192.6783447265625,46482500,-0.000770034325124791,0.0,0.0,-0.0,12542.509763469818
2023-12-22,191.60946655273438,37149600,-0.0055474743430301565,0.0,0.0,-0.0,12542.509763469818
2023-12-26,191.06512451171875,28919300,-0.0028408932544353727,0.0,0.0,-0.0,12542.509763469818
2023-12-27,191.16407775878906,48087700,0.0005179032401816386,0.0,0.0,0.0,12542.509763469818
2023-12-28,191.58966064453125,34049900,0.002226270179689349,0.0,0.0,0.0,12542.509763469818
2023-12-29,190.55044555664062,42672100,-0.005424171035089187,0.0,0.0,-0.0,12542.509763469818
2024-01-02,183.73130798339844,82488700,-0.03578652127168713,0.0,0.0,-0.0,12542.509763469818
2024-01-03,182.35560607910156,58414500,-0.007487574760101201,0.0,0.0,-0.0,12542.509763469818
2024-01-04,180.0396728515625,71983600,-0.012700093390791922,1.0,1.0,-0.013700093390791923,12370.676208355362
2024-01-05,179.3171844482422,62379700,-0.00401293999193153,1.0,1.0,-0.00401293999193153,12321.033427071618
2024-01-08,183.652099609375,59144500,0.024174566283043708,1.0,1.0,0.024174566283043708,12618.889066329957
2024-01-09,183.23643493652344,42841800,-0.002263326549141964,1.0,1.0,-0.002263326549141964,12590.328399685455
2024-01-10,184.27566528320312,46792900,0.005671526773808333,1.0,1.0,0.005671526773808333,12661.734784295311
2024-01-11,183.6818389892578,49128400,-0.0032224889435764625,1.0,1.0,-0.0032224889435764625,12620.93248394642
2024-01-12,184.0084228515625,40477800,0.0017779866757745566,1.0,1.0,0.0017779866757745566,12643.372333738727
2024-01-16,181.7419891357422,65603000,-0.012317010714496535,1.0,1.0,-0.012317010714496535,12487.643781236698
2024-01-17,180.80174255371094,47317400,-0.005173524216954495,1.0,1.0,-0.005173524216954495,12423.03865372177
2024-01-18,186.6905975341797,78005800,0.032570786637851956,1.0,1.0,0.032570786637851956,12827.66679510593
2024-01-19,189.5904541015625,68903000,0.015532954555206757,0.0,0.0,-0.001,12814.839128310825
2024-01-22,191.89649963378906,60133900,0.012163299798792826,0.0,0.0,0.0,12814.839128310825
2024-01-23,193.17320251464844,42355600,0.006653080610098616,0.0,0.0,0.0,12814.839128310825
2024-01-24,192.5001983642578,53631300,-0.0034839415696884535,0.0,0.0,-0.0,12814.839128310825
2024-01-25,192.17361450195312,54822100,-0.0016965377962193662,0.0,0.0,-0.0,12814.839128310825
2024-01-26,190.44158935546875,44594000,-0.009012814537381675,0.0,0.0,-0.0,12814.839128310825
2024-01-29,189.75869750976562,47145600,-0.00358583357770903,0.0,0.0,-0.0,12814.839128310825
2024-01-30,186.1066436767578,55859400,-0.019245778353953247,0.0,0.0,-0.0,12814.839128310825
2024-01-31,182.50404357910156,55467800,-0.01935771892116589,0.0,0.0,-0.0,12814.839128310825
2024-02-01,184.93875122070312,64885400,0.01334056820799323,0.0,0.0,0.0,12814.839128310825
2024-02-02,183.93914794921875,102551700,-0.005405050401208089,0.0,0.0,-0.0,12814.839128310825
2024-02-05,185.75030517578125,69668800,0.009846502208776808,0.0,0.0,0.0,12814.839128310825
2024-02-06,187.35366821289062,43490800,0.008631819127252971,0.0,0.0,0.0,12814.839128310825
2024-02-07,187.46253967285156,53439000,0.000581101298946729,0.0,0.0,0.0,12814.839128310825
2024-02-08,186.38375854492188,40962000,-0.00575464906115275,0.0,0.0,-0.0,12814.839128310825
2024-02-09,187.1468048095703,45155200,0.004093952555767055,0.0,0.0,0.0,12814.839128310825
2024-02-12,185.46214294433594,41781900,-0.009001820078887168,0.0,0.0,-0.0,12814.839128310825
2024-02-13,183.37115478515625,56529500,-0.011274474272667478,0.0,0.0,-0.0,12814.839128310825
2024-02-14,182.48919677734375,54630500,-0.00480968780965485,1.0,1.0,-0.00580968780965485,12740.388913644389
2024-02-15,182.20179748535156,65434500,-0.0015748838674699561,1.0,1.0,-0.0015748838674699561,12720.324280678999
2024-02-16,180.66578674316406,49752500,-0.008430272167380681,0.0,0.0,-0.001,12707.60395639832
2024-02-20,179.9225616455078,53665600,-0.004113812089462376,1.0,1.0,-0.0051138120894623764,12642.61965765799
2024-02-21,180.67568969726562,41371400,0.0041858455374910175,0.0,0.0,-0.001,12629.97703800033
